House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
84,Woodward Street,Gillian,Rogers,45,Head,Married,Female,Retail banker,None,None
84,Woodward Street,Bruce,Rogers,42,Husband,Married,Male,Public relations account executive,None,None
84,Woodward Street,Gemma,Rogers,12,Daughter,NA,Female,Student,None,NA
84,Woodward Street,Connor,Khan-Rogers,8,Son,NA,Male,Student,None,NA
85,Woodward Street,Carol,Shepherd,47,Head,Single,Female,"Pharmacist, hospital",None,Methodist
85,Woodward Street,Phillip,Shepherd,12,Son,NA,Male,Student,None,NA
86,Woodward Street,Melissa,Brady,34,Head,Married,Female,Horticultural therapist,None,None
86,Woodward Street,Ashley,Brady,31,Husband,Married,Male,Translator,None,None
86,Woodward Street,Kenneth,Brady,3,Son,NA,Male,Child,None,NA
86,Woodward Street,Kenneth,Brady,0,Son,NA,Male,Child,None,NA
87,Woodward Street,Paula,Fisher,32,Head,Married,Female,"Accountant, chartered",None,Catholic
87,Woodward Street,Mark,Fisher,34,Husband,Married,Male,"Surveyor, rural practice",None,Catholic
87,Woodward Street,Lucy,West,34,Lodger,Single,Female,"Engineer, broadcasting (operations)",None,None
87,Woodward Street,Jean,Austin,34,Lodger,Divorced,Female,Associate Professor,None,Catholic
88,Woodward Street,Diana,Walsh,35,Head,Married,Female,Quantity surveyor,None,Christian
88,Woodward Street,Paul,Walsh,37,Husband,Married,Male,IT consultant,None,Christian
88,Woodward Street,Jay,Walsh,8,Son,NA,Male,Student,None,NA
88,Woodward Street,Judith,Walsh,8,Daughter,NA,Female,Student,None,NA
89,Woodward Street,Rebecca,Thompson,27,Head,Single,Female,Systems developer,None,Catholic
89,Woodward Street,Nathan,Jones,54,None,Single,Male,Insurance claims handler,None,Christian
89,Woodward Street,Norman,Turner,39,None,Single,Male,Diagnostic radiographer,None,None
90,Woodward Street,Diane,Morris,59,Head,Single,Female,Psychotherapist,None,Christian
90,Woodward Street,Heather,Morris,17,Daughter,NA,Female,Student,None,NA
90,Woodward Street,Scott,Morris,13,Son,NA,Male,Student,None,NA
90,Woodward Street,Hayley,Morris,12,Daughter,NA,Female,Student,None,NA
91,Woodward Street,Kimberley,Harrison,69,Head,Single,Female,Unemployed,None,None
91,Woodward Street,Bethan,Harrison,38,Daughter,Single,Female,Geophysicist/field seismologist,None,None
91,Woodward Street,Graeme,Harrison,37,Son,Divorced,Male,Restaurant manager,None,None
91,Woodward Street,Clive,Harrison,35,Son,Single,Male,Management consultant,None,None
91,Woodward Street,Leon,Harrison,34,Son,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
91,Woodward Street,Josephine,Harrison,34,Daughter,Divorced,Female,Cabin crew,None,None
92,Woodward Street,Jenna,Clark,36,Head,Married,Female,Curator,None,Catholic
92,Woodward Street,Jeffrey,Clark,37,Husband,Married,Male,Electrical engineer,None,None
92,Woodward Street,Jeremy,Clark,10,Son,NA,Male,Student,None,NA
92,Woodward Street,Rachel,Clark,6,Daughter,NA,Female,Student,None,NA
93,Woodward Street,Sara,Cole,45,Head,Divorced,Female,Unemployed,None,Methodist
93,Woodward Street,Maurice,Cole,19,Son,Single,Male,University Student,None,None
93,Woodward Street,Dorothy,Cole,18,Daughter,Single,Female,Student,None,Methodist
94,Woodward Street,Leonard,Pratt,46,Head,Single,Male,Clothing/textile technologist,None,Christian
94,Woodward Street,Megan,Farmer,45,Partner,Single,Female,"Lecturer, higher education",None,Christian
94,Woodward Street,Cheryl,Pratt,17,Daughter,NA,Female,Student,None,NA
94,Woodward Street,Ellie,Pratt,15,Daughter,NA,Female,Student,None,NA
95,Woodward Street,Dorothy,Barrett,38,Head,Married,Female,Jewellery designer,None,Catholic
95,Woodward Street,Ross,Barrett,40,Husband,Married,Male,Building services engineer,None,Catholic
95,Woodward Street,Bernard,Barrett,4,Son,NA,Male,Child,None,NA
96,Woodward Street,Ashley,Heath,84,Head,Married,Male,Retired Structural engineer,None,Methodist
96,Woodward Street,Paula,Heath,83,Wife,Married,Female,Retired Textile designer,None,Methodist
96,Woodward Street,Hilary,Heath,41,Daughter,Single,Female,Unemployed,None,Methodist
96,Woodward Street,Raymond,Heath,36,Son,Single,Male,Unemployed,None,None
97,Woodward Street,Angela,Patterson,48,Head,Married,Female,Audiological scientist,None,None
97,Woodward Street,Francis,Patterson,46,Husband,Married,Male,"Engineer, production",None,None
97,Woodward Street,Norman,Patterson,12,Son,NA,Male,Student,None,NA
97,Woodward Street,Eric,Patterson,9,Son,NA,Male,Student,None,NA
97,Woodward Street,Aimee,Patterson,9,Daughter,NA,Female,Student,None,NA
98,Woodward Street,Stacey,Bailey,24,Head,Single,Female,"Therapist, music",None,Muslim
98,Woodward Street,Nicole,Lamb,52,Lodger,Divorced,Female,Unemployed,None,Methodist
98,Woodward Street,Julie,Page,46,Lodger,Divorced,Female,Unemployed,None,None
98,Woodward Street,Alan,Lambert,25,Lodger,Single,Male,"Buyer, retail",None,Sikh
98,Woodward Street,Mark,Short,21,Lodger,Widowed,Male,University Student,None,Christian
99,Woodward Street,Patrick,Ward,32,Head,Single,Male,Graphic designer,None,Muslim
99,Woodward Street,Emily,Jones,33,None,Single,Female,Legal secretary,None,Muslim
99,Woodward Street,Debra,Davies,34,None,Single,Female,Retail banker,None,None
100,Woodward Street,Lynn,Smith,43,Head,Divorced,Female,Purchasing manager,None,Catholic
100,Woodward Street,Neil,Smith,20,Son,Single,Male,University Student,None,None
100,Woodward Street,Cameron,Ford-Smith,20,Son,Widowed,Male,University Student,None,None
100,Woodward Street,Aimee,Ford-Smith,14,Daughter,NA,Female,Student,None,NA
101,Woodward Street,Francesca,Johnson,48,Head,Divorced,Female,Unemployed,None,Catholic
101,Woodward Street,Frederick,Johnson,12,Son,NA,Male,Student,None,NA
101,Woodward Street,Aaron,Johnson,10,Son,NA,Male,Student,None,NA
101,Woodward Street,Jessica,Johnson,10,Daughter,NA,Female,Student,None,NA
102,Woodward Street,Albert,Davies,37,Head,Single,Male,Unemployed,None,None
102,Woodward Street,Jill,Lyons,37,Partner,Single,Female,Unemployed,None,None
103,Woodward Street,Alexandra,Parkin,46,Head,Single,Female,Unemployed,None,None
103,Woodward Street,Beth,Parkin,22,Daughter,Single,Female,University Student,None,None
103,Woodward Street,Linda,Parkin,14,Daughter,NA,Female,Student,None,NA
103,Woodward Street,Beth,Parkin,12,Daughter,NA,Female,Student,None,NA
104,Woodward Street,Tom,Turner,69,Head,Married,Male,Retired Corporate treasurer,None,Christian
104,Woodward Street,Rosie,Turner,63,Wife,Married,Female,"Lighting technician, broadcasting/film/video",None,None
105,Woodward Street,Carolyn,Johnson,39,Head,Single,Female,International aid/development worker,None,None
105,Woodward Street,Jayne,Johnson,5,Daughter,NA,Female,Student,None,NA
105,Woodward Street,Leanne,Johnson,5,Daughter,NA,Female,Student,None,NA
106,Woodward Street,Jodie,Little,42,Head,Single,Female,Unemployed,None,Catholic
106,Woodward Street,Kayleigh,Little,4,Daughter,NA,Female,Child,None,NA
106,Woodward Street,Nicole,Hammond,32,Lodger,Single,Female,"Scientist, forensic",None,Muslim
106,Woodward Street,Charles,Sharp,56,Sibling,Single,Male,Fashion designer,None,None
107,Woodward Street,Carol,Henderson,101,Head,Widowed,Female,Retired Chief of Staff,None,Methodist
108,Woodward Street,Chloe,Wright,46,Head,Married,Female,"Engineer, drilling",None,None
108,Woodward Street,Bradley,Wright,48,Husband,Married,Male,"Copywriter, advertising",None,None
108,Woodward Street,Ross,Wright,17,Son,NA,Male,Student,None,NA
108,Woodward Street,Beverley,Wright,14,Daughter,NA,Female,Student,None,NA
109,Woodward Street,Cameron,Holden,67,Head,Married,Male,Statistician,None,Methodist
109,Woodward Street,Jayne,Holden,65,Wife,Married,Female,"Scientist, physiological",None,Methodist
110,Woodward Street,Bradley,Mills,49,Head,Married,Male,"Engineer, building services",None,Catholic
110,Woodward Street,Karen,Mills,43,Wife,Married,Female,Research scientist (physical sciences),None,Catholic
111,Woodward Street,Sheila,Hill,48,Head,Single,Female,Medical sales representative,None,None
111,Woodward Street,Timothy,Barton,57,Partner,Single,Male,"Administrator, Civil Service",None,None
111,Woodward Street,David,Hill,13,Son,NA,Male,Student,None,NA
111,Woodward Street,Diana,Hill,11,Daughter,NA,Female,Student,None,NA
112,Woodward Street,Megan,Parker,80,Head,Divorced,Female,Unemployed,None,Catholic
112,Woodward Street,Beth,Parker,42,Daughter,Single,Female,"Administrator, charities/voluntary organisations",None,Catholic
112,Woodward Street,Naomi,Parker,42,Daughter,Single,Female,"Engineer, agricultural",None,Catholic
112,Woodward Street,Donald,Parker,38,Son,Single,Male,Animal technologist,None,Catholic
113,Woodward Street,Mathew,Taylor,37,Head,Single,Male,Management consultant,None,Catholic
113,Woodward Street,Elliott,Weston,34,None,Single,Male,"Administrator, Civil Service",None,Catholic
113,Woodward Street,Mohammad,Brown,36,None,Single,Male,Orthoptist,None,Catholic
113,Woodward Street,Christian,Jones,26,None,Single,Male,"Designer, industrial/product",None,None
113,Woodward Street,Garry,Hussain,21,None,Single,Male,University Student,None,None
113,Woodward Street,Christopher,James,30,None,Single,Male,Animal nutritionist,None,Muslim
114,Woodward Street,Gavin,Owens,67,Head,Widowed,Male,"Psychotherapist, dance movement",None,Christian
115,Woodward Street,Marian,Brown,62,Head,Married,Female,Publishing copy,None,Catholic
115,Woodward Street,Joseph,Brown,66,Husband,Married,Male,Arts development officer,None,Catholic
115,Woodward Street,Jacob,Brown,27,Son,Single,Male,Research scientist (physical sciences),None,None
115,Woodward Street,Diane,Brown,11,Daughter,NA,Female,Student,None,NA
116,Woodward Street,Barbara,Clark,79,Head,Single,Female,Retired Sales executive,None,None
117,Woodward Street,Catherine,Daniels,38,Head,Married,Female,"Administrator, education",None,None
117,Woodward Street,Bradley,Daniels,37,Husband,Married,Male,Personal assistant,None,None
117,Woodward Street,Gary,Daniels,7,Son,NA,Male,Student,None,NA
117,Woodward Street,Ellie,Daniels,4,Daughter,NA,Female,Child,None,NA
117,Woodward Street,Vanessa,Daniels,0,Daughter,NA,Female,Child,None,NA
118,Woodward Street,Anthony,Richards,19,Head,Single,Male,"Engineer, civil (contracting)",None,Christian
119,Woodward Street,Leslie,Graham,70,Head,Widowed,Male,Retired Theatre manager,None,Catholic
120,Woodward Street,Denise,Osborne,41,Head,Divorced,Female,Information systems manager,None,None
120,Woodward Street,Richard,Osborne,7,Son,NA,Male,Student,None,NA
120,Woodward Street,Leanne,Osborne,5,Daughter,NA,Female,Student,None,NA
120,Woodward Street,Damian,Osborne,3,Son,NA,Male,Child,None,NA
121,Woodward Street,Marian,Mills,47,Head,Single,Female,"Scientist, biomedical",None,None
121,Woodward Street,Alex,Mills,14,Son,NA,Male,Student,None,NA
121,Woodward Street,Martyn,Mills,12,Adopted Son,NA,Male,Student,None,NA
121,Woodward Street,Tracey,Mills,12,Daughter,NA,Female,Student,None,NA
121,Woodward Street,Marie,Mills,8,Daughter,NA,Female,Student,None,NA
122,Woodward Street,Ashleigh,Read,46,Head,Single,Female,Unemployed,None,None
122,Woodward Street,Jason,Read,13,Son,NA,Male,Student,None,NA
122,Woodward Street,John,Read,9,Son,NA,Male,Student,None,NA
122,Woodward Street,Aaron,Read,7,Son,NA,Male,Student,None,NA
122,Woodward Street,Donald,Read,3,Son,NA,Male,Child,None,NA
122,Woodward Street,Martin,Read,2,Son,NA,Male,Child,None,NA
123,Woodward Street,Roger,Davis,44,Head,Married,Male,Dance movement psychotherapist,None,Catholic
123,Woodward Street,Naomi,Davis,38,Wife,Married,Female,"Engineer, mining",None,Catholic
123,Woodward Street,Oliver,Davis,9,Son,NA,Male,Student,None,NA
123,Woodward Street,Vincent,Davis,8,Son,NA,Male,Student,None,NA
124,Woodward Street,Lauren,Ahmed,53,Head,Divorced,Female,"Surveyor, hydrographic",None,Christian
124,Woodward Street,Paige,Ahmed,22,Daughter,Single,Female,University Student,None,None
124,Woodward Street,Kimberley,Ahmed,22,Daughter,Divorced,Female,University Student,None,Christian
124,Woodward Street,Annette,Brown-Ahmed,21,Daughter,Divorced,Female,University Student,None,Christian
124,Woodward Street,Adrian,Brown-Ahmed,17,Son,NA,Male,Student,None,NA
125,Woodward Street,Leah,Roberts,32,Head,Single,Female,Unemployed,None,Christian
125,Woodward Street,Dorothy,Roberts,9,Daughter,NA,Female,Student,None,NA
126,Woodward Street,Bradley,Collier,46,Head,Married,Male,Visual merchandiser,None,Catholic
126,Woodward Street,Jayne,Collier,42,Wife,Married,Female,Unemployed,None,None
126,Woodward Street,Charlene,Collier,20,Daughter,Divorced,Female,University Student,None,Catholic
126,Woodward Street,Ruth,Collier,16,Daughter,NA,Female,Student,None,NA
127,Woodward Street,Katy,Peters,56,Head,Married,Female,Teaching laboratory technician,None,Christian
127,Woodward Street,Joshua,Peters,57,Husband,Married,Male,Health service manager,None,Christian
127,Woodward Street,Eleanor,Peters,31,Daughter,Single,Female,Camera operator,None,None
127,Woodward Street,Michelle,Peters,27,Daughter,Single,Female,Editorial assistant,None,Christian
128,Woodward Street,June,Newman,56,Head,Married,Female,Arts administrator,None,Methodist
128,Woodward Street,Carl,Newman,61,Husband,Married,Male,"Research officer, trade union",None,Methodist
128,Woodward Street,Joseph,Davies-Newman,23,Son,Single,Male,"Engineer, maintenance",None,Methodist
128,Woodward Street,Barry,Davies-Newman,20,Son,Single,Male,University Student,None,None
128,Woodward Street,Maria,Davies-Newman,17,Daughter,NA,Female,Student,None,NA
128,Woodward Street,Damien,Allen,11,Son,NA,Male,Student,None,NA
128,Woodward Street,Max,Allen,7,Son,NA,Male,Student,None,NA
129,Woodward Street,Gemma,Williams,81,Head,Widowed,Female,Retired Customer service manager,None,Methodist
129,Woodward Street,Carly,Williams,39,Daughter,Divorced,Female,Restaurant manager,None,None
129,Woodward Street,Julian,Williams,38,Son,Single,Male,"Buyer, retail",None,None
129,Woodward Street,Amelia,Williams,35,Daughter,Single,Female,Tourist information centre manager,None,Methodist
130,Woodward Street,Mandy,Taylor,72,Head,Married,Female,Retired Clothing/textile technologist,None,Christian
130,Woodward Street,Craig,Taylor,79,Husband,Married,Male,Retired Training and development officer,None,Christian
130,Woodward Street,Rosemary,Taylor,25,Daughter,Single,Female,"Production assistant, radio",None,None
131,Woodward Street,Rebecca,Hughes,31,Head,Single,Female,Oncologist,None,Christian
131,Woodward Street,Amber,Fisher,42,None,Single,Female,Unemployed,None,Catholic
131,Woodward Street,Matthew,Jackson,27,None,Single,Male,Agricultural engineer,None,Catholic
131,Woodward Street,Douglas,Taylor,20,None,Single,Male,University Student,None,None
132,Woodward Street,Georgina,Richardson,42,Head,Married,Female,Solicitor,None,Christian
132,Woodward Street,Damian,Richardson,43,Husband,Married,Male,Music tutor,None,Christian
132,Woodward Street,Neil,Richardson,4,Son,NA,Male,Child,None,NA
132,Woodward Street,Charlotte,Richardson,4,Daughter,NA,Female,Child,None,NA
133,Woodward Street,Teresa,Hart,50,Head,Single,Female,Patent examiner,None,Catholic
133,Woodward Street,Denise,Hart,10,Daughter,NA,Female,Student,None,NA
133,Woodward Street,Sara,Hart,8,Daughter,NA,Female,Student,None,NA
133,Woodward Street,Norman,Hart,7,Son,NA,Male,Student,None,NA
134,Woodward Street,Jeffrey,Banks,80,Head,Widowed,Male,"Retired Psychotherapist, child",None,Christian
135,Woodward Street,Samantha,Smith,39,Head,Single,Female,Film/video editor,None,None
136,Woodward Street,Charlotte,Godfrey,54,Head,Married,Female,"Conservator, museum/gallery",None,Christian
136,Woodward Street,Barry,Godfrey-Harvey,54,Husband,Married,Male,Unemployed,None,None
136,Woodward Street,Donald,Godfrey-Harvey,26,Son,Single,Male,Audiological scientist,None,None
136,Woodward Street,Alice,Godfrey-Harvey,22,Daughter,Divorced,Female,University Student,None,Christian
136,Woodward Street,Bernard,Godfrey-Harvey,13,Son,NA,Male,Student,None,NA
137,Woodward Street,Sara,Doyle,39,Head,Single,Female,Management consultant,None,None
137,Woodward Street,Bryan,Doyle,0,Son,NA,Male,Child,None,NA
137,Woodward Street,Joseph,Price,27,Lodger,Single,Male,Management consultant,None,Christian
138,Woodward Street,Claire,Clarke,38,Head,Single,Female,Unemployed,None,Catholic
138,Woodward Street,Elliot,Vincent,28,Lodger,Divorced,Male,"Geologist, wellsite",None,None
138,Woodward Street,Melissa,Horton,34,Lodger,Single,Female,Unemployed,None,None
138,Woodward Street,Graeme,Jones,44,Sibling,Single,Male,"Administrator, charities/voluntary organisations",None,None
139,Woodward Street,Jenna,Green,37,Head,Single,Female,Advice worker,None,Christian
139,Woodward Street,Elliot,Davies,37,Partner,Single,Male,Sport and exercise psychologist,None,Christian
139,Woodward Street,Harriet,Green,2,Daughter,NA,Female,Child,None,NA
139,Woodward Street,Janet,Green,0,Daughter,NA,Female,Child,None,NA
139,Woodward Street,Victor,Akhtar,19,Sibling,Single,Male,University Student,None,None
139,Woodward Street,Caroline,Coleman,26,Lodger,Divorced,Female,"Optician, dispensing",None,Muslim
